date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
03-13-2021,85.54,,,,,,,,991,,,actual
03-20-2021,84.94,,,,,,,,885,,,actual
03-27-2021,84.87,,,,,,,,872,,,actual
04-03-2021,83.53,878,850,918,82.93,84.44,878 [850 - 918],83.53% [82.93% - 84.44%],632,524,794,projected
04-10-2021,83.92,970,918,1041,82.76,85.67,970 [918 - 1041],83.92% [82.76% - 85.67%],702,494,1015,projected
04-17-2021,84.17,1050,984,1161,82.58,87.0,1050 [984 - 1161],84.17% [82.58% - 87.0%],746,462,1253,projected
04-24-2021,84.39,1089,1014,1256,82.4,88.6,1089 [1014 - 1256],84.39% [82.4% - 88.6%],785,429,1540,projected
05-01-2021,84.65,1156,1066,1371,82.32,90.28,1156 [1066 - 1371],84.65% [82.32% - 90.28%],833,415,1840,projected
05-08-2021,85.04,1253,1142,1529,82.15,92.2,1253 [1142 - 1529],85.04% [82.15% - 92.2%],902,385,2184,projected
05-15-2021,85.49,1360,1226,1721,82.01,94.83,1360 [1226 - 1721],85.49% [82.01% - 94.83%],982,359,2655,projected
