date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
11-15-2020,29,28,29
11-16-2020,31,30,31
11-17-2020,31,30,31
11-18-2020,31,30,31
11-19-2020,31,30,32
11-20-2020,30,30,31
11-21-2020,28,28,29
11-22-2020,28,28,29
11-23-2020,26,26,27
11-24-2020,25,24,25
11-25-2020,23,23,24
11-26-2020,23,23,24
11-27-2020,23,22,24
11-28-2020,23,22,24
11-29-2020,22,21,24
11-30-2020,22,20,24
12-01-2020,21,19,23
12-02-2020,21,19,23
12-03-2020,20,18,23
12-04-2020,20,17,23
12-05-2020,20,17,23
12-06-2020,19,16,23
12-07-2020,19,15,22
12-08-2020,18,15,22
12-09-2020,18,14,22
12-10-2020,18,14,22
12-11-2020,18,13,24
12-12-2020,17,13,23
12-13-2020,18,13,24
12-14-2020,17,12,24
12-15-2020,18,12,24
12-16-2020,18,12,25
12-17-2020,18,12,25
12-18-2020,18,11,25
12-19-2020,18,12,25
12-20-2020,18,12,25
12-21-2020,18,11,25
12-22-2020,18,11,25
12-23-2020,18,11,25
12-24-2020,17,11,25
12-25-2020,17,10,26
12-26-2020,17,10,25
12-27-2020,17,10,26
12-28-2020,17,10,26
12-29-2020,17,10,26
12-30-2020,17,10,26
12-31-2020,17,9,26
01-01-2021,17,9,26
01-02-2021,17,9,26
01-03-2021,16,9,26
01-04-2021,16,9,27
01-05-2021,16,9,26
01-06-2021,16,8,27
01-07-2021,16,8,27
01-08-2021,16,8,27
01-09-2021,16,8,27
01-10-2021,16,8,27
01-11-2021,16,8,27
01-12-2021,16,8,27
01-13-2021,16,7,27
01-14-2021,16,7,27
01-15-2021,15,7,28
01-16-2021,15,7,27
