date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
01-31-2021,29,28,29
02-01-2021,22,22,23
02-02-2021,27,27,27
02-03-2021,24,23,26
02-04-2021,23,22,25
02-05-2021,18,18,18
02-06-2021,18,16,18
02-07-2021,13,13,14
02-08-2021,13,13,13
02-09-2021,12,11,12
02-10-2021,11,11,12
02-11-2021,11,10,12
02-12-2021,10,10,11
02-13-2021,10,10,11
02-14-2021,10,9,11
02-15-2021,10,8,11
02-16-2021,9,8,10
02-17-2021,9,8,10
02-18-2021,9,8,10
02-19-2021,9,7,10
02-20-2021,9,6,10
02-21-2021,8,6,9
02-22-2021,8,6,9
02-23-2021,7,6,9
02-24-2021,7,6,9
02-25-2021,7,6,10
02-26-2021,7,6,10
02-27-2021,6,6,9
02-28-2021,6,6,9
03-01-2021,6,6,9
03-02-2021,6,6,9
03-03-2021,6,5,9
03-04-2021,6,5,9
03-05-2021,6,5,9
03-06-2021,6,5,9
03-07-2021,6,5,9
03-08-2021,6,5,9
03-09-2021,6,5,8
03-10-2021,6,5,8
03-11-2021,6,5,8
03-12-2021,6,5,8
03-13-2021,5,5,7
03-14-2021,5,4,7
03-15-2021,5,4,7
03-16-2021,5,4,7
03-17-2021,5,4,7
03-18-2021,5,3,7
03-19-2021,5,2,7
03-20-2021,5,2,7
03-21-2021,5,2,7
03-22-2021,5,2,7
03-23-2021,5,2,7
03-24-2021,5,2,7
03-25-2021,5,2,7
03-26-2021,5,2,7
03-27-2021,5,2,7
03-28-2021,5,2,7
03-29-2021,5,2,7
03-30-2021,5,2,8
03-31-2021,4,2,7
04-01-2021,4,2,7
04-02-2021,4,1,7
04-03-2021,4,1,7
