date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
03-20-2021,84.94,,,,,,,,885,,,actual
03-27-2021,84.87,,,,,,,,872,,,actual
04-03-2021,85.08,,,,,,,,910,,,actual
04-10-2021,89.65,970,918,1041,87.43,92.92,970 [918 - 1041],89.65% [87.43% - 92.92%],1727,1329,2313,projected
04-17-2021,90.49,1050,984,1161,86.99,96.21,1050 [984 - 1161],90.49% [86.99% - 96.21%],1878,1251,2902,projected
04-24-2021,91.09,1089,1014,1256,86.5,99.97,1089 [1014 - 1256],91.09% [86.5% - 99.97%],1985,1164,3575,projected
05-01-2021,91.68,1156,1066,1371,86.15,104.2,1156 [1066 - 1371],91.68% [86.15% - 104.2%],2091,1100,4332,projected
05-08-2021,92.54,1253,1142,1529,85.86,108.81,1253 [1142 - 1529],92.54% [85.86% - 108.81%],2245,1048,5156,projected
05-15-2021,93.58,1360,1226,1721,85.44,114.57,1360 [1226 - 1721],93.58% [85.44% - 114.57%],2431,974,6187,projected
05-22-2021,95.23,1557,1388,2035,85.17,122.76,1557 [1388 - 2035],95.23% [85.17% - 122.76%],2726,926,7654,projected
