date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
09-20-2020,9,9,9
09-21-2020,11,10,11
09-22-2020,11,11,11
09-23-2020,11,11,12
09-24-2020,12,12,12
09-25-2020,12,12,12
09-26-2020,12,12,12
09-27-2020,11,10,11
09-28-2020,12,11,12
09-29-2020,9,9,9
09-30-2020,12,11,12
10-01-2020,12,11,12
10-02-2020,12,11,12
10-03-2020,12,11,13
10-04-2020,13,11,13
10-05-2020,13,11,14
10-06-2020,13,10,14
10-07-2020,13,10,16
10-08-2020,13,9,16
10-09-2020,13,10,16
10-10-2020,13,10,17
10-11-2020,13,9,17
10-12-2020,13,9,17
10-13-2020,13,9,18
10-14-2020,14,9,18
10-15-2020,14,9,19
10-16-2020,13,9,20
10-17-2020,14,9,21
10-18-2020,15,9,21
10-19-2020,15,9,21
10-20-2020,15,9,21
10-21-2020,15,9,23
10-22-2020,15,9,24
10-23-2020,15,9,25
10-24-2020,15,9,25
10-25-2020,16,9,26
10-26-2020,17,9,26
10-27-2020,16,9,27
10-28-2020,16,9,27
10-29-2020,16,9,28
10-30-2020,16,8,28
10-31-2020,16,8,29
11-01-2020,16,8,32
11-02-2020,16,8,32
11-03-2020,17,8,33
11-04-2020,18,8,35
11-05-2020,18,8,37
11-06-2020,18,8,37
11-07-2020,18,8,39
11-08-2020,18,8,40
11-09-2020,19,8,42
11-10-2020,19,8,42
11-11-2020,20,8,43
11-12-2020,20,8,44
11-13-2020,20,8,45
11-14-2020,20,8,46
11-15-2020,19,8,47
11-16-2020,19,8,48
11-17-2020,19,8,48
11-18-2020,20,8,49
11-19-2020,20,7,49
11-20-2020,20,7,51
11-21-2020,20,7,52
