date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
01-31-2021,54,53,56
02-01-2021,48,46,49
02-02-2021,50,49,52
02-03-2021,56,55,56
02-04-2021,52,51,53
02-05-2021,48,48,51
02-06-2021,49,48,50
02-07-2021,47,45,47
02-08-2021,44,42,45
02-09-2021,46,45,46
02-10-2021,42,41,44
02-11-2021,41,40,43
02-12-2021,40,39,42
02-13-2021,40,39,42
02-14-2021,40,38,42
02-15-2021,39,36,42
02-16-2021,39,36,42
02-17-2021,39,36,42
02-18-2021,37,34,41
02-19-2021,37,33,41
02-20-2021,36,31,42
02-21-2021,36,30,41
02-22-2021,35,30,41
02-23-2021,35,29,41
02-24-2021,34,27,41
02-25-2021,34,26,41
02-26-2021,34,25,41
02-27-2021,33,24,41
02-28-2021,33,24,41
03-01-2021,32,22,41
03-02-2021,31,22,42
03-03-2021,29,22,41
03-04-2021,28,21,41
03-05-2021,28,19,40
03-06-2021,27,19,40
03-07-2021,27,19,40
03-08-2021,26,18,40
03-09-2021,25,17,40
03-10-2021,25,17,39
03-11-2021,25,17,38
03-12-2021,24,15,38
03-13-2021,24,15,38
03-14-2021,24,15,37
03-15-2021,23,14,36
03-16-2021,22,13,36
03-17-2021,22,13,36
03-18-2021,22,13,36
03-19-2021,21,12,35
03-20-2021,21,12,34
03-21-2021,21,12,34
03-22-2021,21,10,34
03-23-2021,19,10,34
03-24-2021,19,10,33
03-25-2021,19,10,33
03-26-2021,17,9,33
03-27-2021,17,9,32
03-28-2021,17,8,31
03-29-2021,17,8,31
03-30-2021,17,7,30
03-31-2021,17,7,30
04-01-2021,16,7,30
04-02-2021,15,7,31
04-03-2021,15,7,30
