date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
03-13-2021,85.54,,,,,,,,991,,,actual
03-20-2021,84.94,,,,,,,,885,,,actual
03-27-2021,84.87,,,,,,,,872,,,actual
04-03-2021,84.91,878,850,918,84.12,86.08,878 [850 - 918],84.91% [84.12% - 86.08%],878,738,1088,projected
04-10-2021,85.43,970,918,1041,83.91,87.65,970 [918 - 1041],85.43% [83.91% - 87.65%],971,699,1370,projected
04-17-2021,85.83,1050,984,1161,83.65,89.52,1050 [984 - 1161],85.83% [83.65% - 89.52%],1043,654,1704,projected
04-24-2021,86.09,1089,1014,1256,83.39,91.69,1089 [1014 - 1256],86.09% [83.39% - 91.69%],1090,606,2093,projected
05-01-2021,86.45,1156,1066,1371,83.26,94.04,1156 [1066 - 1371],86.45% [83.26% - 94.04%],1155,584,2512,projected
05-08-2021,86.98,1253,1142,1529,83.06,96.63,1253 [1142 - 1529],86.98% [83.06% - 96.63%],1250,548,2976,projected
05-15-2021,87.57,1360,1226,1721,82.83,100.14,1360 [1226 - 1721],87.57% [82.83% - 100.14%],1354,507,3604,projected
