date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
09-27-2020,2,2,2
09-28-2020,2,2,2
09-29-2020,2,2,2
09-30-2020,2,2,2
10-01-2020,2,2,2
10-02-2020,3,3,3
10-03-2020,3,3,3
10-04-2020,3,3,3
10-05-2020,3,3,3
10-06-2020,3,3,3
10-07-2020,3,3,3
10-08-2020,3,3,3
10-09-2020,3,3,3
10-10-2020,3,3,3
10-11-2020,3,3,3
10-12-2020,3,3,3
10-13-2020,3,3,4
10-14-2020,3,3,4
10-15-2020,3,3,4
10-16-2020,3,3,5
10-17-2020,3,3,5
10-18-2020,3,3,5
10-19-2020,4,3,5
10-20-2020,4,3,6
10-21-2020,4,3,6
10-22-2020,4,3,6
10-23-2020,4,3,6
10-24-2020,4,3,7
10-25-2020,4,3,9
10-26-2020,4,1,9
10-27-2020,5,1,9
10-28-2020,5,1,9
10-29-2020,5,1,9
10-30-2020,5,1,9
10-31-2020,5,1,11
11-01-2020,5,1,11
11-02-2020,5,1,12
11-03-2020,5,1,12
11-04-2020,5,1,12
11-05-2020,6,1,15
11-06-2020,6,1,15
11-07-2020,6,2,15
11-08-2020,6,3,17
11-09-2020,7,3,17
11-10-2020,7,3,18
11-11-2020,7,3,19
11-12-2020,7,3,19
11-13-2020,7,3,21
11-14-2020,7,3,23
11-15-2020,7,3,24
11-16-2020,9,3,25
11-17-2020,9,3,25
11-18-2020,9,3,28
11-19-2020,10,3,29
11-20-2020,10,3,30
11-21-2020,11,3,31
11-22-2020,11,3,33
11-23-2020,12,3,34
11-24-2020,12,3,35
11-25-2020,12,3,36
11-26-2020,13,3,38
11-27-2020,13,3,40
11-28-2020,13,3,41
