date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,type
01-22-2020,0,0,0
02-14-2021,18,15,18
02-15-2021,19,17,20
02-16-2021,20,18,21
02-17-2021,19,19,21
02-18-2021,18,18,19
02-19-2021,19,18,20
02-20-2021,19,17,20
02-21-2021,18,18,20
02-22-2021,18,18,18
02-23-2021,19,17,19
02-24-2021,21,20,21
02-25-2021,20,19,21
02-26-2021,19,19,21
02-27-2021,19,17,21
02-28-2021,19,17,20
03-01-2021,19,16,20
03-02-2021,19,16,20
03-03-2021,18,14,20
03-04-2021,17,14,20
03-05-2021,16,12,20
03-06-2021,16,11,20
03-07-2021,16,11,20
03-08-2021,16,10,20
03-09-2021,15,9,20
03-10-2021,15,8,20
03-11-2021,15,8,20
03-12-2021,15,8,20
03-13-2021,15,8,20
03-14-2021,14,8,20
03-15-2021,13,7,20
03-16-2021,13,7,20
03-17-2021,13,7,19
03-18-2021,13,7,18
03-19-2021,13,5,18
03-20-2021,13,5,18
03-21-2021,13,5,18
03-22-2021,13,5,18
03-23-2021,11,5,19
03-24-2021,11,5,19
03-25-2021,11,5,19
03-26-2021,11,5,19
03-27-2021,11,5,19
03-28-2021,11,5,20
03-29-2021,11,5,20
03-30-2021,11,5,20
03-31-2021,11,5,20
04-01-2021,11,6,20
04-02-2021,11,6,20
04-03-2021,11,6,20
04-04-2021,11,6,21
04-05-2021,11,6,22
04-06-2021,11,6,22
04-07-2021,11,6,22
04-08-2021,11,6,22
04-09-2021,11,6,22
04-10-2021,11,6,22
04-11-2021,11,6,22
04-12-2021,11,6,22
04-13-2021,11,6,23
04-14-2021,11,6,23
04-15-2021,11,6,23
04-16-2021,11,6,23
04-17-2021,11,6,24
