date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
04-24-2021,85.47,,,,,,,,979,,,actual
05-01-2021,84.87,,,,,,,,871,,,actual
05-08-2021,84.06,,,,,,,,727,,,actual
05-15-2021,84.77,386,367,403,84.35,85.17,386 [367 - 403],84.77% [84.35% - 85.17%],853,778,926,projected
05-22-2021,83.91,324,305,352,83.25,84.59,324 [305 - 352],83.91% [83.25% - 84.59%],699,582,822,projected
05-29-2021,83.26,314,295,368,82.27,84.54,314 [295 - 368],83.26% [82.27% - 84.54%],583,407,813,projected
06-05-2021,83.3,364,334,471,81.93,87.59,364 [334 - 471],83.3% [81.93% - 87.59%],591,345,1358,projected
06-12-2021,84.14,478,429,684,82.01,92.94,478 [429 - 684],84.14% [82.01% - 92.94%],741,360,2316,projected
06-19-2021,85.92,706,624,966,82.22,99.68,706 [624 - 966],85.92% [82.22% - 99.68%],1060,398,3522,projected
06-26-2021,88.71,1027,906,1424,82.66,108.17,1027 [906 - 1424],88.71% [82.66% - 108.17%],1559,476,5041,projected
