date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
10-11-2020,7,5,7
10-12-2020,5,5,6
10-13-2020,7,7,7
10-14-2020,7,7,7
10-15-2020,7,7,7
10-16-2020,8,8,8
10-17-2020,8,8,8
10-18-2020,8,7,8
10-19-2020,7,7,7
10-20-2020,8,8,8
10-21-2020,8,8,8
10-22-2020,8,8,8
10-23-2020,8,8,8
10-24-2020,8,8,8
10-25-2020,8,8,9
10-26-2020,9,9,9
10-27-2020,9,9,9
10-28-2020,9,9,10
10-29-2020,9,9,11
10-30-2020,9,9,13
10-31-2020,10,9,14
11-01-2020,11,9,14
11-02-2020,12,9,15
11-03-2020,12,10,18
11-04-2020,12,10,18
11-05-2020,13,10,20
11-06-2020,14,10,20
11-07-2020,15,11,22
11-08-2020,17,11,26
11-09-2020,17,12,27
11-10-2020,18,12,28
11-11-2020,18,12,29
11-12-2020,18,12,29
11-13-2020,22,12,32
11-14-2020,22,13,33
11-15-2020,23,13,37
11-16-2020,23,13,40
11-17-2020,25,13,41
11-18-2020,27,13,44
11-19-2020,27,14,47
11-20-2020,28,14,49
11-21-2020,28,15,52
11-22-2020,29,15,56
11-23-2020,31,16,59
11-24-2020,32,16,61
11-25-2020,34,16,65
11-26-2020,35,16,68
11-27-2020,37,16,73
11-28-2020,37,16,77
11-29-2020,38,16,81
11-30-2020,38,16,86
12-01-2020,40,16,91
12-02-2020,40,14,95
12-03-2020,41,14,98
12-04-2020,41,14,103
12-05-2020,42,14,107
12-06-2020,43,13,111
12-07-2020,43,13,114
12-08-2020,42,14,116
12-09-2020,43,13,120
12-10-2020,44,13,124
12-11-2020,44,13,127
12-12-2020,46,13,130
