date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
04-24-2021,85.47,,,,,,,,979,,,actual
05-01-2021,84.87,,,,,,,,871,,,actual
05-08-2021,84.06,,,,,,,,727,,,actual
05-15-2021,84.3,374,358,387,83.92,84.68,374 [358 - 387],84.3% [83.92% - 84.68%],770,701,837,projected
05-22-2021,83.4,264,249,280,82.87,83.86,264 [249 - 280],83.4% [82.87% - 83.86%],609,514,691,projected
05-29-2021,82.49,209,194,224,81.81,83.11,209 [194 - 224],82.49% [81.81% - 83.11%],446,324,557,projected
06-05-2021,81.91,185,169,200,81.22,82.59,185 [169 - 200],81.91% [81.22% - 82.59%],342,218,463,projected
06-12-2021,81.61,138,123,158,80.79,82.39,138 [123 - 158],81.61% [80.79% - 82.39%],289,142,427,projected
06-19-2021,81.27,109,95,129,80.49,82.19,109 [95 - 129],81.27% [80.49% - 82.19%],228,88,392,projected
06-26-2021,80.99,74,62,93,80.25,81.94,74 [62 - 93],80.99% [80.25% - 81.94%],178,44,348,projected
