date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
11-29-2020,8,8,8
11-30-2020,12,11,12
12-01-2020,14,14,14
12-02-2020,14,14,14
12-03-2020,14,14,14
12-04-2020,16,16,16
12-05-2020,13,13,13
12-06-2020,12,11,12
12-07-2020,11,11,12
12-08-2020,23,22,23
12-09-2020,22,22,23
12-10-2020,25,25,25
12-11-2020,23,23,24
12-12-2020,27,26,27
12-13-2020,28,28,31
12-14-2020,33,29,35
12-15-2020,37,32,40
12-16-2020,39,35,45
12-17-2020,42,38,49
12-18-2020,46,41,53
12-19-2020,48,42,55
12-20-2020,48,43,56
12-21-2020,48,42,56
12-22-2020,46,39,54
12-23-2020,43,37,51
12-24-2020,39,33,48
12-25-2020,36,27,44
12-26-2020,31,23,40
12-27-2020,30,22,40
12-28-2020,30,21,39
12-29-2020,29,20,37
12-30-2020,27,19,37
12-31-2020,26,17,34
01-01-2021,25,17,33
01-02-2021,22,16,30
01-03-2021,22,15,28
01-04-2021,21,14,28
01-05-2021,20,13,27
01-06-2021,18,11,26
01-07-2021,17,10,25
01-08-2021,16,10,23
01-09-2021,16,9,23
01-10-2021,16,8,22
01-11-2021,15,7,21
01-12-2021,14,7,21
01-13-2021,14,7,19
01-14-2021,12,6,19
01-15-2021,11,6,19
01-16-2021,11,5,17
01-17-2021,11,5,16
01-18-2021,10,5,16
01-19-2021,10,4,16
01-20-2021,8,4,15
01-21-2021,8,4,14
01-22-2021,7,3,14
01-23-2021,7,3,14
01-24-2021,7,2,13
01-25-2021,7,2,12
01-26-2021,7,2,11
01-27-2021,6,2,11
01-28-2021,6,2,11
01-29-2021,6,2,10
01-30-2021,5,1,10
