date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,type
01-22-2020,0,0,0
04-11-2021,22,20,23
04-12-2021,23,20,25
04-13-2021,25,22,25
04-14-2021,25,22,26
04-15-2021,20,18,20
04-16-2021,20,18,21
04-17-2021,20,18,21
04-18-2021,21,18,21
04-19-2021,21,18,22
04-20-2021,21,18,22
04-21-2021,21,18,23
04-22-2021,21,18,23
04-23-2021,21,18,22
04-24-2021,21,17,22
04-25-2021,21,17,23
04-26-2021,20,17,23
04-27-2021,20,16,23
04-28-2021,20,16,23
04-29-2021,20,16,23
04-30-2021,20,16,23
05-01-2021,20,14,23
05-02-2021,20,14,23
05-03-2021,19,13,22
05-04-2021,19,13,22
05-05-2021,18,12,22
05-06-2021,18,11,22
05-07-2021,18,11,22
05-08-2021,18,11,22
05-09-2021,18,11,22
05-10-2021,17,11,22
05-11-2021,17,10,22
05-12-2021,16,10,22
05-13-2021,16,10,21
05-14-2021,15,9,22
05-15-2021,15,8,22
05-16-2021,15,8,22
05-17-2021,15,8,21
05-18-2021,14,7,21
05-19-2021,14,7,21
05-20-2021,13,7,21
05-21-2021,12,7,20
05-22-2021,12,6,20
05-23-2021,12,6,20
05-24-2021,10,6,19
05-25-2021,10,6,19
05-26-2021,10,5,19
05-27-2021,10,5,18
05-28-2021,9,5,18
05-29-2021,9,5,18
05-30-2021,8,5,18
05-31-2021,8,3,16
06-01-2021,7,3,15
06-02-2021,7,3,15
06-03-2021,7,3,14
06-04-2021,7,2,14
06-05-2021,7,2,14
06-06-2021,7,2,14
06-07-2021,6,1,14
06-08-2021,6,1,13
06-09-2021,6,1,12
06-10-2021,6,1,12
06-11-2021,6,1,12
06-12-2021,5,1,11
