date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
10-04-2020,15,15,15
10-05-2020,15,15,15
10-06-2020,16,16,17
10-07-2020,22,20,22
10-08-2020,21,20,22
10-09-2020,22,20,22
10-10-2020,22,22,22
10-11-2020,21,21,22
10-12-2020,23,23,24
10-13-2020,24,24,24
10-14-2020,21,21,21
10-15-2020,23,23,23
10-16-2020,23,21,23
10-17-2020,22,21,23
10-18-2020,23,23,23
10-19-2020,24,23,24
10-20-2020,24,24,25
10-21-2020,24,24,25
10-22-2020,24,24,29
10-23-2020,26,24,29
10-24-2020,27,24,31
10-25-2020,27,24,32
10-26-2020,30,25,35
10-27-2020,30,26,37
10-28-2020,31,26,39
10-29-2020,31,26,42
10-30-2020,32,26,44
10-31-2020,34,25,47
11-01-2020,35,25,49
11-02-2020,37,25,52
11-03-2020,39,25,52
11-04-2020,42,25,54
11-05-2020,42,27,56
11-06-2020,43,27,59
11-07-2020,43,26,61
11-08-2020,43,26,64
11-09-2020,44,26,68
11-10-2020,45,26,70
11-11-2020,44,27,71
11-12-2020,45,27,77
11-13-2020,47,27,81
11-14-2020,48,26,84
11-15-2020,49,26,86
11-16-2020,49,26,89
11-17-2020,49,26,93
11-18-2020,51,26,96
11-19-2020,53,26,102
11-20-2020,53,26,106
11-21-2020,54,25,108
11-22-2020,54,26,111
11-23-2020,55,25,116
11-24-2020,55,25,122
11-25-2020,55,24,126
11-26-2020,55,24,127
11-27-2020,54,24,130
11-28-2020,55,24,133
11-29-2020,56,23,136
11-30-2020,56,22,137
12-01-2020,56,21,142
12-02-2020,56,20,144
12-03-2020,56,20,144
12-04-2020,56,20,146
12-05-2020,54,20,149
