date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,type
01-22-2020,0,0,0
05-02-2021,14,12,16
05-03-2021,14,11,16
05-04-2021,13,11,16
05-05-2021,13,11,16
05-06-2021,13,10,16
05-07-2021,13,10,16
05-08-2021,13,10,16
05-09-2021,13,9,16
05-10-2021,12,9,16
05-11-2021,12,9,16
05-12-2021,12,9,16
05-13-2021,12,8,16
05-14-2021,12,8,16
05-15-2021,12,8,16
05-16-2021,11,7,15
05-17-2021,11,7,15
05-18-2021,11,6,15
05-19-2021,11,6,15
05-20-2021,11,6,15
05-21-2021,10,6,15
05-22-2021,10,5,15
05-23-2021,10,5,15
05-24-2021,10,5,15
05-25-2021,10,5,15
05-26-2021,9,5,14
05-27-2021,9,4,14
05-28-2021,9,4,14
05-29-2021,9,4,14
05-30-2021,9,4,14
05-31-2021,8,4,14
06-01-2021,8,3,14
06-02-2021,8,3,13
06-03-2021,8,3,13
06-04-2021,7,3,13
06-05-2021,7,3,13
06-06-2021,7,3,13
06-07-2021,7,3,12
06-08-2021,6,3,12
06-09-2021,6,2,12
06-10-2021,6,2,12
06-11-2021,6,2,12
06-12-2021,6,2,11
06-13-2021,5,2,11
06-14-2021,5,2,11
06-15-2021,5,2,11
06-16-2021,5,2,10
06-17-2021,5,2,10
06-18-2021,5,2,10
06-19-2021,4,1,10
06-20-2021,4,1,10
06-21-2021,4,1,9
06-22-2021,4,1,9
06-23-2021,4,1,9
06-24-2021,4,1,9
06-25-2021,4,1,8
06-26-2021,3,1,8
06-27-2021,3,1,8
06-28-2021,3,1,7
06-29-2021,3,1,7
06-30-2021,3,1,7
07-01-2021,3,1,7
07-02-2021,3,1,7
07-03-2021,3,1,6
